post_text,label,split
happy birthday mahvsss have a good one ! ,positive,val
rt leakycon missing or missed out on leakycon ? don t forget to watch our full immersive story and keep the magic going ! https t . co lud ,positive,val
"the american voted , , hc votes more than trump lier ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! https t . co aodfujtzxe",positive,val
" kennleandre farmifahmi anyways . im planning on getting the prophecy . tapi kalau shared shipping , teringin pula nak lost grey . lol",positive,val
hey mike turner thanks for the follow ! ,positive,val
 battlafield this https t . co kbitcnecmr,positive,val
"me getting everything in life except for that one tiny , insignificant thing nak mati doh . ",positive,val
rt chaeronaea i know we like to joke abt our misery here on twitter dotcom but all joking aside i hope is less hurtful and more peac ,positive,val
i m about to cut some sharp shit on the piss so wish me luck,positive,val
 tis the season ,positive,val
 hananyxnyx would the word albus be ok . ,positive,val
"rt espnstatsinfo legarrette blount gets his th rushing td this season , most in a season in patriots history . https t . co noe y unzu",positive,val
i still think is my year to make it even though my bank balance suggests i commit suicide,positive,val
moorestown smile center https t . co wnay ggh,positive,val
user nextlevelfitness https t . co gbgzggqxt ,positive,val
ugh . i need to draw her hair . so kekok . ,positive,val
 datukhensem can you share with me when you find something you like . i wanna see it hahaha . thanks . follows ,positive,val
what the fuvkgkkg https t . co q jzs zwh ,positive,val
user savesgha https t . co v zwrrq ,positive,val
 mattdpearce sopandeb and you re saying what ? ? can kellyane spin this so i can understand it ? ,positive,val
" emeraudetoubia i know ur getting a lot of these and i m white so i won t preach you but your fans of color , specifically black fans , are",positive,val
rt bleacherreport dreams do come true . https t . co zqntmeqoee,positive,val
user shwetagupte https t . co nbisfyrrm ,positive,val
only the supporters of realdonaldtrump like him . the rest of the country don t want him to be potus because he s a https t . co rtkdclj py,positive,val
dexters st johns wood estate agents https t . co wynsfmrzo ,positive,val
rt cureabie me i m not clingy also me ok so why haven t you texted me back ? when do i get to see you ? you just gonna leave me on read ? ,positive,val
rt dory blake lively and ryan reynolds are everything https t . co fvnbsegql ,positive,val
um . excuse you ? ? ? ? ? https t . co nf qycsuhp,positive,val
 joyannreid aprildryan years ? aren t the chances of realdonaldtrump being impeached pretty good ? i hope so . ,positive,val
they re both so cute https t . co xh sf xc,positive,val
cannonball bike run is now following me on twitter ! thank you cannonball bike run ! say hel https t . co lcsyucsop https t . co j ohm m ae,positive,val
real feelings dont change wearepayting foryong,positive,val
hey adelena headland thanks for the follow ! ,positive,val
rt everothlo when u were academically successful but ur mental health got in the way of ur education amp now ull never be able to achieve w ,positive,val
finalized the design . soooo going go shopping for kurta after i finish my paper tomorrow . https t . co b frfffyp,positive,val
rt adelaidekdaily adelaide really wants to come back as cora https t . co jxmaym fps,positive,val
theresa may scolds kerry for focus on israel settlements https t . co nnvslalrar who is she ? whats her expertise ? who cares what she says ! ,positive,val
 maddytran but i hope you enjoyed your time off ! ,positive,val
"jjg is now following me on twitter ! thank you jjg ! say hello anytime , i am a real person r https t . co gkrwokiyyx https t . co numpwosgw ",positive,val
this festive is so boring like fat ass girl on her period,positive,val
zayn for best video pillowtalk bestmusicvideo iheartawards https t . co mt ath grm,positive,val
no money no talk meh . ,positive,val
 cspan comey ! hostile witness ! ! trump sessions denies russia hacked the usa ! sin against america inauguration of https t . co nx irrvlf ,positive,val
"the reason ! reason ! reason ! reason ! reason ! reason ! reason ! unless sanctions are lifted , no exxon drilling to presen https t . co fohwpxriwl",positive,val
 notshaiton faliqfahmie awww thankyou ! hope to meet you one day too,positive,val
rt markjay bea viel i love to gah yong paytforluckysun,positive,val
"we are voting zaynmalik for bestmusicvideo with pillowtalk at the iheartawards ! quote , rt amp reply to vote . https t . co zzqywzdlv ",positive,val
 zafirazafrin ugly people need alot more beauty sleep,positive,val
"ogden s law the sooner you fall behind , the more time you have to catch up . ",positive,val
 lucydiangkasa doesnt exist,positive,val
rt jaycartierhoe pulled up from deep tonight ! fellas don t be afraid to take that shot ! ! https t . co amuyf icvg,positive,val
 zaynmalik waiting for z ,positive,val
" realdonaldtrump is shining a light on his narcissistic , bigoted , lying , psycho and unstable mind every time he ope https t . co spmoviyiw",positive,val
rt yongph yongmuhajilofc bea viel good evening too bess gopayt dreamteamyong,positive,val
 lindacurley did you watch his farewell speech ? it made me sadder than i possibly could be . ,positive,val
dryer vent cleaning chicago https t . co lpajoydg d,positive,val
 villainupdates chris villain villainmemories my best memory is getting to meet chris at leakycon ! ! such an amaz https t . co urbmsubdt,positive,val
donald trump s pick for health secretary traded medical stocks while in house https t . co gfmdfqevhr via wsj,positive,val
itesoridipatty . it https t . co hvhzall s ,positive,val
" speakerryan for the record . . . . . . . . . . . you are lying ! ! ! trump , bannon , putin and you ! ! what a bunch of mean and ro https t . co ozt ikgc h",positive,val
 lydiamcrtins i m gonna watch later i m excited ! ! ! ! ,positive,val
just had to tell my friend congratulations for getting engaged . probably the couple i respect the most out of all my friends . ,positive,val
" mikeyardcomedy when putin and realdonaldtrump have sex , i ll bet putin is pitching and trump is catching . he probably swallows , too . ",positive,val
" gaj that s for the twitter after am session , gaj . ",positive,val
can t believe i m gonna turn . how time flies eh ? ,positive,val
skinovate skin care clinic https t . co gxdnvpklog,positive,val
 lydiamcrtins i love death,positive,val
 hshtg breakfree zombie break out wearepayting foryong,positive,val
 cailin trump limbaugh you are stupid . . . . . . . . . . . . . . . . . ,positive,val
"any one that votes to condemn obama is disloyal to us , any one that votes to condemn obama over russia is a traitor https t . co rqglr he",positive,val
syrian military says aleppo has returned to government control https t . co yrmecaat via nbcnews see kill by country . . . . . . . . . . . . . . . . . . . . ,positive,val
 achmetnor kennleandre there s this popular theory that rey is emperor palpatine s granddaughter . ,positive,val
 pls bash him ,positive,val
 dollahkhair so dia jadi obsessed with the guy . stalking him . broke into his house and bam . finds out that his crush is a serial killer . ,positive,val
"the alt right , fox amp brietbart are pushing for an america of s ! if you want to live in a s state alabama wi https t . co afprz gqbq",positive,val
 meetthebatman says you . friends today . family tomorrow . ,positive,val
 faeznajmuddin oh cool . people say i look just like him . brushes dust off shoulders can i be your favourite ppl too . ,positive,val
now where to find a legit nike shop in johor . . . sigh . ,positive,val
 daniel akhtar american horror story,positive,val
national concrete accessories victoria https t . co zdvabipzyy,positive,val
" foxnews total propaganda spread by propagandist like joe scarborough ! ! ! he danced , spun and lied most of his sho https t . co dalzdl bds",positive,val
stop yall that pic of octavia is legit terrifying agdjhsjsja,positive,val
" dollahkhair jedi robes . not just tudung . shes wearing a headdress , then tudung , then a veil . and a scarf around the neck . ",positive,val
" realdonaldtrump is insecure , thin skinned , reactionary and vengeful . he s also an habitual liar . he s going to be a lousy president . ",positive,val
 cameronhoodkin good night i love u more than a lot of things,positive,val
" realdonaldtrump when you take over on january , , just remember that most americans think you are a lying sack of shit . ",positive,val
"twitter , like having millions witnesses testifying against you ! we re testifying tweeting against you ! you planted https t . co hz ztyfown",positive,val
 junnhakim done quote tweet bash . draw me senpai . ,positive,val
ok now i m thinking about when i thought that madison s name was sailormadison bc she really liked water sailing an https t . co voehmi mcy,positive,val
fuck you f ck your cartoon fake yhvh fuck his stupid sun glasses and fuck the archangels and fuck their sunglasses,positive,val
ahahahahahahaha i thought my first paper was on tuesday so i had time to study on monday . ok panic time . ,positive,val
"sheldon l . contract , dds , pc https t . co davzaem ya",positive,val
 jijienadia how time flies ,positive,val
they were so cute fuck,positive,val
compass ceramic pools north west https t . co ptsjrft zn,positive,val
this joke could use a tad bit of work . ,positive,val
hate when ppl ignore me when i say hi smh have some common courtesy,positive,val
 maskstim w awawa but its cute lol,positive,val
 lindacurley that s why we all in la . . . even if you live close it ll take a while ! ,positive,val
 sitiamiramdali hahhaa . makes it all the more better . ,positive,val
am i not daddy material ? ,positive,val
kilstant . my https t . co ogyofybfds,positive,val
"rt fraxtil if you re having a bad day today , just remember that you didn t get dragged by a fast food company on twitter https t . co gus ",positive,val
"rt hittiebeth help me get my mom a new dog , she misses her old one . p . s it s her bday , rts by ! https t . co vpqpuvxhxj",positive,val
 morsmode i cried like times looking at it . ,positive,val
"i see . . . in that case , i should go see en no ozuno . ",positive,val
"my phone died at my christmas party and this is what i come home to , , , , , , https t . co ekuu viii",positive,val
rt cameronhoodkin oh wow https t . co vvhcsjsae ,positive,val
 capplegate george michael had such a great voice ! ,positive,val
rt ariffalyahya because we re poor . saved you a click https t . co pn feoclx,positive,val
" politicususa did joe scarborough , the mayor , trump , hannityothers know about the hacking motives ? if so how ? it was obvious if you watch ! ",positive,val
 dollahkhair no i m trying to prove a point that my son can be a weeb and still be successful . ,positive,val
 people followed me and people unfollowed me automatically checked by https t . co ruvncgxnxa,positive,val
"when all other means of communication fail , try words . ",positive,val
" mmfa like fox ! andy amp phil wanted to cater to alt right ! joe scarborough , good example ! propaganda for trump https t . co hronnmnzhg",positive,val
rt carrotclary im melting https t . co syylka pv,positive,val
" ambjohnbolton you sir , are an ass ! ",positive,val
hanged man entered nirvana just by being touched by aleph . ,positive,val
seattle ain t going nowhere . they only beat the lions . atlanta is gonna step off in their ass . nflplayoffs,positive,val
i dind t kno that i was starvin till i tasted u https t . co trfdfabsjs,positive,val
staying with azam was fun . he drove me around . prepared me food for every single meal . asked me how my day was . it felt like marriage . hahah,positive,val
 joanne still good for you though ! ,positive,val
"what are the odds of a scandal free administration for realdonaldtrump ? slim and none , i ll bet . ",positive,val
" siminchhapra use more exclamation marks , they didn t hear you",positive,val
blocked . https t . co gsclfs nrf,positive,val
what makes you upset ? ? yongkissreturnonpbb,positive,val
user sundaram https t . co v g ujbyu ,positive,val
"rt dimplelyn life doesn t have any hands , but it can sure give you a slap sometimes . wearepayting foryong",positive,val
why trump voters are not welcome in my house this holiday https t . co vhclhtco a,positive,val
rt nfl . umichfootball vs . ohiostatefb tomorrow ? time for tom brady s college highlights ! fbf michvsosu https t . co khahypucov,positive,val
"dennis king , m . d . https t . co djf lopk j",positive,val
 calcalhughes or should go hughesy and tj bet and put a grand down,positive,val
rt haruhi lulu jesus chrisy djxndjsjs sacanime https t . co go lwrheyr,positive,val
 salon as stupid as it gets ! ! ! ! bad actors ! ! ! whose welfare do you think they serve ? https t . co vhivzs wkp,positive,val
 nocturnaltapir loofranchot haikalclassic plot twist . you were dating lulu but he refuses to admit that he had a straight fling once . ,positive,val
q what s the difference between bell labs and the boy scouts of america ? a the boy scouts have adult supervision . ,positive,val
"this breed of pigs boar ? are known for their violent nature , often destroying farms and killing lambs . cool . bo https t . co usiscvkvjl",positive,val
zayn our baby we re voting for pillowtalk by zaynmalik for bestmusicvideo at the iheartawards https t . co kplhgyguks,positive,val
"meskimen s law there s never time to do it right , but there s always time to do it over . ",positive,val
 gt aleph danced furiously across the dance floor ! ,positive,val
fuck you f ck your cartoon fake yhvh fuck his stupid sun glasses and fuck the archangels and fuck their sunglasses,positive,val
"rt espn down in the th , usc fought on . the trojans stun penn state with a late int and field goal to win an absolutely classic rose ",positive,val
rt spidermanmovie the most important upgrade out of ces . spidermanhomecoming https t . co pkewmcj zi,positive,val
 adclaidekanes but dove can do it so i still want her,positive,val
"ivan spasic is now following me on twitter ! thank you ivan spasic ! say hello anytime , i am https t . co aec mqq https t . co sbuff acyo",positive,val
hey just homes ltd thanks for the follow ! ,positive,val
rt syongshai bea viel present hehehe here wearepayting foryong,positive,val
 lydiamcrtins cameronhoodkin you have lots of partners enough,positive,val
when you care expect that you will bhe hurt . yongkissreturnonpbb,positive,val
rt emeraudetoubia chiang mai ! lanna khantoke dinner traditional thai dinner https t . co h o vyedrn,positive,val
 gt aleph glances at you while fighting off the enemies surrounding him . ,positive,val
 lindacurley and it s raining outside . i like staying in bed when it rains . ,positive,val
 sitiamiramdali hahah nooo shes not,positive,val
 speakerryan you and the gop alt right have failed the nation ! obstruction is your motto ! not anything for citizen https t . co wmmxwzd ,positive,val
 lydiamcrtins leave him and his baseball pants alone,positive,val
user jenniferpowell https t . co ujmeuam y,positive,val
rt linzzmorgan chelseyreist heyamine tasyateles bc i am tooooo . swolemates https t . co dy wcni o,positive,val
never call a man a fool borrow from him . ,positive,val
sondra barrera is now following me on twitter ! thank you sondra barrera ! say hello anytime https t . co e ezfslkf https t . co orjl aekee,positive,val
"rt afifamhrm azfarovski lol bcos of you , i began reading this so disturbing but cant stop reading",positive,val
and thus . more back and forth processes of sending different saber smiths emails to find that one perfect lightsaber . ,positive,val
"rt cendawankulat i m selling my ipad pro , if anyone s interested do dm me malaysians only ! it s too expensive to ship out sobs https ",positive,val
 lindacurley lol . somehow i don t think you ll be getting heatstroke ! ,positive,val
i dont want to go to work why,positive,val
"why ? does he love them ? does he love his country ? he presents propaganda aimed at anyone that is not white , christia https t . co ivnvugvjnd",positive,val
 gt everyone s dancing furiously . ,positive,val
i m not to concerned . . . . . . . . . . . . . . . . . . . . no one really believes that idiot ! ! ! ! https t . co j qbuxmqjg,positive,val
myers touch floor solutions https t . co jnmibd ey ,positive,val
 highzyl you should just prioritize me ok ? ,positive,val
rt derekcarrqb no problem ! thank you for the motivation ! means more than you know ! https t . co c suvr t ,positive,val
for sale . baby shoes . never worn . they were too small for me . i m an adult man . i wear a size and these are in baby size . i fucked up . ,positive,val
i m never really okay . ,positive,val
 frvnkvx i hate you,positive,val
classified material requires proper storage . ,positive,val
 jieziham will do ! ,positive,val
" speakerryan didn t write many in ! ! wait , a few bad ones ! you sorry ass ! saying that to a harvard lawyer , taught constitution yrs",positive,val
i ll go on ahead . see you later . ,positive,val
rt wallswcst my boy got nervous touching her arm https t . co py pkoo q ,positive,val
vegas strippers is now following me on twitter ! thank you vegas strippers ! say hello anyti https t . co pld rigxap https t . co cbadi r eu,positive,val
happy new year ! ! ! now i can go to sleep ! ,positive,val
"rt cnn breaking actress debbie reynolds has died at age , one day after her daughter carrie fisher passed away , reynolds son tells cn ",positive,val
so i told zayin to rebel against the center . . he actually did it the absolute madman hahahahahahaha ! ,positive,val
 cyanparade where did you get ittt . my screen is so slippery its hard to do lineart . ,positive,val
bbc news ex wham singer george michael dies rip to a great singer . ,positive,val
trump has broken his committment to release his tax returns https t . co jfghiuxlgj,positive,val
elle and eve https t . co uso giepeo,positive,val
hawk i m hungry okamoto hi hungry i m dad,positive,val
after . years of existence i ve finally figured out when to use who s and when to use whose ,positive,val
rt yongsters zs follow yongmuhajilofc mga beh lotslove ! gopaytwin yong,positive,val
"i have an idea . a style of hijab where the first layer exposes the ear to wear earphones , the second layer is put o https t . co yt o e cae",positive,val
emeraude why . . . . . . https t . co yewa syavk,positive,val
 moimori whats your ig ? ,positive,val
 ian moone vnndrws wanna know what i think ? i think clem left aj with that group thingy and now the kid wants answers kill clem ,positive,val
rt nbatv isaiah thomas continues to cook celtics take a lead heading into the q https t . co nnoei wprj,positive,val
 . . . . nah i still like drawing girls . curves are so fun to draw . ,positive,val
rt celtics retweet to send avery bradley to the all star game nbavote https t . co axxchojj s,positive,val
user socifollower https t . co r qtqriw,positive,val
"rt makjahtweets no time wasted , amalan counted . https t . co bqgvdrtanb",positive,val
" deplorable cnn on the other hand it s not fox , may be true ! ! ! https t . co z tj patfa",positive,val
 firewolfphoenix i stumbled upon this but it s something i really needed today ! thank you for posting this ! ,positive,val
 marijuanx chicken legs . we already established this before . ,positive,val
viking pest control https t . co bjpoq ebcc,positive,val
rt cnn breaking president obama vows retaliatory action against russia for its meddling in the us presidential election https t . co r ,positive,val
always keep your feet on the ground yong ourfourthluckysun,positive,val
lee michael fine jewelry https t . co zjpbaeka m,positive,val
rt rleybiue me faking positivity for christmas when all i wanna do is die https t . co xxtaso p r,positive,val
"just watched a great nba game , now i m watching the ravens vs steelers on the nflnetwork . great christmas . https t . co ypw lmv wn",positive,val
 trumpinaugural how to react ? ? ? office of the presiddent ! office of the man ! ! ! which carries the approv https t . co tyjafxtop,positive,val
jesus was killed by a moral majority . ,positive,val
etrust business loan is now following me on twitter ! thank you etrust business loan ! say h https t . co gqzfflz sm https t . co kxqdtxmhzs,positive,val
"trump is assembling an anti government . did russia help get him here ? https t . co meqvhugnel scared ! , , citizens let him in wh ! ",positive,val
"looser , evangelical , jerry falwell buddy ! unfortunate garbage speaking for jesus ! not a pretty mess , never ha https t . co xgvc cslaj",positive,val
"i feel like it s fitting that pll and tw had to die for riverdale to rise and i , for one , feel blessed",positive,val
"since the lions offense can t score a td , their defense will have to . ",positive,val
me i never noticed i had lesung pipit . this is a lesung pipit right ? dad lesung babi . for you . lesung babi . ,positive,val
"oh yes , my criminal record ? the only thing illegal i ve done is absolutely killin it on the dancefloor . haha just kidding ! i ve killed a man",positive,val
"rt dubwolfer sorola eh , i just got around to watching rt podcast . . . is this what you were talking about ? . . . the jar hologram , so t ",positive,val
guys with their toys and girls with their pretty things . everyone s happy . ,positive,val
latest dumps questions dumps download https t . co yxv hv zxz,positive,val
and gugur kandungan . mind you . this was inside the university . where people arent supposed to speed around . she was otw to her lab . ,positive,val
hey hendrik setyawan thanks for the follow ! ,positive,val
 adclaidekanes i got to have this convo instead of the school convo nothing is ever enough go away,positive,val
 meetthebatman dollahkhair that doesnt even make sense but okay,positive,val
finest remodeling https t . co ayyxzzk o ,positive,val
yong ourfourthluckysun https t . co yuirmncgqm,positive,val
rt kuvshinov ilya merry christmas sketch ! https t . co t bggdrwcr https t . co zlv xpcrb,positive,val
 lindacurley woohoo ! and these versions of games are u . k . versions ! but some are still similar ! ,positive,val
 realdonaldtrump i plagiarized this tweet because i like to use everything i can against you and your lies . bullshitterinchief . ,positive,val
rt christiampbb love is composed of a single soul inhabiting two bodies . christian againstallodds,positive,val
my friend said star wars rogue one was boring . omg . new year s resolution new friends ! ,positive,val
"hey heh , i see . you re no ordinary kid , are you ? ",positive,val
rt cnn president obama on leaked emails this was an obsession that dominated the news coverage https t . co uypqi w l https t . co u ,positive,val
 chrismrutledge your advise is worth about as much as trumps lies ! ! ! https t . co czbesegozk,positive,val
i say this constantly about various characters but i would lay down my life for raven . no questions asked . ,positive,val
 izadikram big ego to compensate smaller things,positive,val
fccdearianagrande is now following me on twitter ! thank you fccdearianagrande ! say hello a https t . co z v ydalrg https t . co ow dejc a,positive,val
" cameronhoodkin at this point . . , , , . , . . seasons . . . . . ",positive,val
 morningjoemusic morning joe prohibitionnyc need probation on propaganda inthe morning on msnbc ! working https t . co dte aaje i,positive,val
look at what i found in the corolla memories mistahfab . . . damn near need part in here just because https t . co ydtdy fy r,positive,val
"for some reason , this fortune reminds everyone of marvin zelkowitz . ",positive,val
at least im on bulk cash tomorrow it ll be a mellow one hung,positive,val
https t . co yet r pvxw website https t . co tpykuffsx ,positive,val
zayn our baby we re voting for pillowtalk by zaynmalik for bestmusicvideo at the iheartawards https t . co k firmbkha,positive,val
wei why is everybody ganging up on me . https t . co cseqozr zo,positive,val
i am the duff,positive,val
rt miimows kinda worried that nintendo is trying to warn us something https t . co vcrm y kox,positive,val
last song you listened ? ? yongkissreturnonpbb,positive,val
scott trotter plumbing https t . co fihqi pbwb,positive,val
"to knock a thing down , especially if it is cocked at an arrogant angle , is a deep delight of the blood . georges santayana",positive,val
 videomtv zayn dmd,positive,val
not sure why but my instagram messages don t work . ,positive,val
rt popcrave this medley of artists singing all i want for christmas on carpool karaoke with james corden is everything . https t . co ,positive,val
 mmfa one stupid person ! ! ! ! ! https t . co ullpw gq ,positive,val
"you got everything , tell me what it feel like",positive,val
"the only thing that can hold on to , the contrast between you , michelle amp family and the next amp i can t say it https t . co so zgw ik",positive,val
it s later than you think . ,positive,val
 gerger rald thank you poh yong paytforluckysun,positive,val
"rt nfl waaaaayyyyyy up ! nice grab , kelvinbenjamin ! keeppounding https t . co wdimhkeio",positive,val
 politico more like putin except putin kills reporters ! what a monster we have here ! what a monster the russians hav https t . co z o s tkmh,positive,val
rt asniatamao sere rj dimplelyn bea viel iamyongm think positive mananalo c yong . yong ourfourthluckysun,positive,val
rt daiiypets i need this cat in my life https t . co ykanc wbpv,positive,val
rt kat mcnamara things we do between takes . . . bts mannequinchallenge shadowhunterstv days domsherwood arosende alanvansprang ,positive,val
user jamesdonovan https t . co jpxvip ssh,positive,val
eh . it just occured to me that i m actually an asshole . lol . ,positive,val
this is the most telling info that connects trump to russian hacking ! some of these guys knew about thee hacking as https t . co njwpyr ej,positive,val
elite business owner is now following me on twitter ! thank you elite business owner ! say h https t . co udbb fymuk https t . co aihppmgwub,positive,val
a and r carpet and upholstery inc . https t . co hyllwucpdy,positive,val
" flowerrelina that being said , you ll know when the time is right for you . so take it easy . we re all trying to be better muslims . ",positive,val
reminder the weeknd ,positive,val
from usd rm two years ago to usd rm . you need to earn twice as much to be able to pay for the same thing now . ,positive,val
i was also and now i m oh my go d https t . co kx qqgdkjk,positive,val
suckers excavations https t . co tzvkqcq p,positive,val
 amrightnow realdonaldtrump proof would ne handy ! ! ! ! ,positive,val
 adclaidekanes i went to bed literally hours ago adjhdkahsw why did i do that,positive,val
"seth baker , d . o . https t . co bbaktruhnl",positive,val
not sure why i m shrouded with so much insecurities with myself . like . when you look in the mirror and all you see is ugly . ,positive,val
sondra barrera is now following me on twitter ! thank you sondra barrera ! say hello anytime https t . co e ezfslkf https t . co kyieb r oi,positive,val
 ashrafariff pretends i dont know ,positive,val
 highzyl wait is that really josey ? ,positive,val
rt iriswestaiin hey netflix y all need to collaborate with camphalfblood and make a percy jackson heroes of olympus series already thx,positive,val
he walks as if balancing the family tree on his nose . ,positive,val
it s impossible and foolish to talk shit when you re a detroitlions fan . nfl . mnf . ,positive,val
 lee i was too lazy to get another blanket so i grabbed another sweater instead and am wearing layers ! ,positive,val
 how dare you leave the bay without me lol the fuck ? ? ? ? what is this hit brandon up thinking it s good day ? ? ? ,positive,val
i woke up with a vendetta this morning,positive,val
user cherbel https t . co uhxw wr https t . co gbsb dqsc,positive,val
q how many supply siders does it take to change a light bulb ? a none . the darkness will cause the light bulb to change by itself . ,positive,val
i hope i have a good dream tonight . ,positive,val
sorround yourself with good people tuesyong tilltheend,positive,val
 cnn study alabama ! ! ! ! ! it s the best example of what the club amp alt right means when they say take our coun https t . co xp xqgblrp,positive,val
see . that is why i dont endorse reading some of the things i read here on twitter . sure . i upload memes bout it . but in no way do i ,positive,val
" cameronhoodkin honestly just never liked her i wish i had been woke enough to have real reasons but , , , her and alison . . . . yikes",positive,val
etrust business loan is now following me on twitter ! thank you etrust business loan ! say h https t . co gqzfflz sm https t . co skg lfgahw,positive,val
 aloofobserver i have to quit beating myself up over what i have become . ,positive,val
 nazrynfauzi thats so cool . nak,positive,val
"its kinda ironic , no ? white people say asians look the same . asians say white people look the same . ",positive,val
rt kawanocy drew lillie in the styles of five art gods who have been the biggest influence on me . happy birthday to master pigeon ,positive,val
air fryer . you don t have to use oil . https t . co qhcjzhdeh,positive,val
hawk i m hungry okamoto hi hungry i m dad,positive,val
"i want satan to come into my millennium and smash a megiddo ark over my head , killing me instantly",positive,val
 sw a few rules of thumb are typically all you need,positive,val
 puteih kennleandre farmifahmi not when they dont fit my hands . penat . ,positive,val
zayn for best video pilllowtalk bestmusicvideo iheartawards https t . co fgic k ly ,positive,val
rt ajenglish ajenglish more info here https t . co odvnb bf t,positive,val
 daniel akhtar arkansas ? more like arkansucks tbh,positive,val
" maddow sorry ! your example , truth ! gave her chance as you asked ! she failed big , fox vs msnbc ! we need you . chris , la https t . co sgddv u z",positive,val
he has the same disease as realdonaldtrump thinks he is on the level of obama ! ! he has never been close cause he https t . co d nnrfprcn,positive,val
user nationalchampion https t . co proqa qjnl,positive,val
 simonhedlin realdonaldtrump trump doesn t like blacks ! ! ! didn t you know ? even if they have an iq of points ab https t . co fhi nq fie,positive,val
i feel like tweeting pics of me in sweatpants but i know it ll backfire somehow . ,positive,val
rt alltookayla she already did when she decided to swerve us by not releasing an album in october https t . co nijoskl lz,positive,val
rt baneandlewis dom and kat are doing press for season ! shadowhunterspressday via shadowhunterstv https t . co gcqzop qwv,positive,val
abacusmacrent https t . co i gotmluva,positive,val
 adclaidekanes i would literally die for them and die for the delinquents i just want them happy and alive,positive,val
" patmcrotch resistance speakerryan third wife , proud are you ? https t . co jhxknkuhvi",positive,val
 marijuanx i might take you up on that offer someday . ,positive,val
star wars rogue one was beautiful . ,positive,val
i don t want to be what i have become . ,positive,val
rt kanyewest i feel it is important to have a direct line of communication with our future president if we truly want change . ,positive,val
 hellosohni geminis are real ,positive,val
rt monkeydisease safe to say i just had the best flight of my life . https t . co kzf ctev ,positive,val
 moimori no . i need what they re having to produce more art . isnt it tiring to be bitter . ,positive,val
"who ? oh , like o reilly , hannity , lou dobbs , and most of the fox trump alt right team ? don t every forget rush ! https t . co n lu a ly",positive,val
 faeznajmuddin ahshabsjbashabs is oklah . sides your height compliments your face . ,positive,val
"be careful of reading health books , you might die of a misprint . mark twain",positive,val
" realdonaldtrump meetthepress chucktodd bombed ! in kelly s defense . . difficult to defend propaganda , lies , fake ne https t . co u n yuucjf",positive,val
rt yongbuddiesofc kissesforyong anyare may benny ? gopaytwin yong,positive,val
rt celtics retweet now to cast a vote for isaiah thomas for all star nbavote https t . co byao ust,positive,val
rt baloneyblake his jackets fucking backxk https t . co oalgmffvld,positive,val
 okhan shit you right you right,positive,val
happy birthday hadyaaaa have a good one clementine ! ! ,positive,val
 coslive daveweigel you ll never play my ball ! ! ! https t . co lynadh hg,positive,val
"jarrett surveys , inc . https t . co ksgt sytnx",positive,val
" marijuanx thats actually not farfetched , i handle acids on a daily basis . be careful for what you wish for . i might die . ",positive,val
premier siding of ann arbor https t . co qlignnraba,positive,val
rt annazrulan azfarovski sumbat mulut to prevent crying continuously ,positive,val
" nabilahudatahar hikaru maybe maksud dia , despite the difference in the time flow rate , it will still feel be the same either way . ",positive,val
 lindacurley i ll just watch the next years and pretend he s still president . ,positive,val
renew the royals,positive,val
best used car truck dealership https t . co ikhn vrmkb,positive,val
law offices of anthony colleluori https t . co mxdwaqkzta,positive,val
rt yongsters zs yes bes . . welcome . . push na this https t . co lx u lpe h,positive,val
"anyways wow i can t wait to take home a tiny bellamy , clarke and raven ! ! ! ! ! ",positive,val
sydney institute of plastic surgery https t . co u uau tup,positive,val
i love this episode of jersey shore ! ! ! ! https t . co jrijelgvee,positive,val
sydney institute of plastic surgery https t . co f obu es,positive,val
rt selenasmodel y all her eyes are glowing you can literally see the happiness in her eyes i m crying https t . co pqywvccj v,positive,val
" king primo trump is an egomaniacal narcissist , a deeply insecure one who is obsessed with his public perception . psychotrump . ",positive,val
i m still thinking about this https t . co yti b tk,positive,val
whenever people agree with me i always feel i must be wrong . oscar wilde,positive,val
user asdalmoot https t . co wt qmri,positive,val
"bad for america , flynn ! ! ! ! https t . co frtydnomd ",positive,val
pretty sure liquid nitrogen is relatively safe though . unless you re a moron who actually drinks the liquid before it can evaporate . ,positive,val
ill be your lifeline tonight gopaytwin yong,positive,val
 salon new t telling us we need new approach to political ethics ? there are no political ethics left ! ! trump dispo https t . co hkahz o rw,positive,val
 lee heading home soon in la traffic . . . most likely will be horrible . ,positive,val
" cameronhoodkin first is jesse , second is dylan , third is tyler , sprayberry wasn t in the audio unless he was the guitar . final answer",positive,val
rt baneandlewis harry with amber riley and danielle brooks . via harryshumjr https t . co qvjlahvv,positive,val
 trumpinaugural holy cat stuff ! if trump gets married again in the white house it will be his fourth wedding ! https t . co cczkpg jcd,positive,val
just realized i m running a k on friday the th and there s a full moon on that date . . . oh boy . . . ,positive,val
 thehill what ? ? ? ? ? another trump lie ? ? ? come on ! ! ! hitler scheme ! tell a lie over and over and soon they w https t . co zijgmrsewf,positive,val
please make truth available lt please retweet lt please ! ! ! must be made known gt gt gt gt gt millions of peoples health at stake ! ! https t . co olekpkwqqf,positive,val
 battlafield shitttt this is a tough one,positive,val
when i die . you don t have to put a batu nisan read tombstone on my grave . just stick a lightsaber in the ground and i ll be happy . ,positive,val
 battlafield baba khan i love this guy https t . co vjv dswz x,positive,val
